,日期,开盘,收盘,最高,最低,成交量,成交额,振幅,涨跌幅,涨跌额,换手率,stockCode
0,2023-06-30,51.0,46.85,53.48,45.6,314241,1565742815.0,29.47,75.21,20.11,68.21,688582
1,2023-07-03,47.0,48.2,50.88,46.37,203382,991676143.0,9.63,2.88,1.35,44.14,688582
2,2023-07-04,46.88,48.5,49.65,44.2,116559,554295769.0,11.31,0.62,0.3,25.3,688582
3,2023-07-05,47.7,46.5,50.0,46.0,85795,409310360.0,8.25,-4.12,-2.0,18.62,688582
4,2023-07-06,45.98,47.84,48.19,45.42,99895,470363725.0,5.96,2.88,1.34,21.68,688582
5,2023-07-07,47.77,41.28,47.86,41.0,147756,638736262.0,14.34,-13.71,-6.56,32.07,688582
6,2023-07-10,42.6,42.29,45.3,42.1,111126,485224540.0,7.75,2.45,1.01,24.12,688582
7,2023-07-11,42.1,45.16,45.63,41.96,92443,406914608.0,8.68,6.79,2.87,20.06,688582
8,2023-07-12,44.5,42.13,45.39,41.89,59814,260936738.0,7.75,-6.71,-3.03,12.98,688582
9,2023-07-13,42.33,42.75,43.58,41.48,52857,224946090.0,4.98,1.47,0.62,11.47,688582
10,2023-07-14,42.5,42.68,43.55,41.8,47765,204545287.0,4.09,-0.16,-0.07,10.37,688582
11,2023-07-17,42.73,40.85,42.97,40.0,50955,210281333.0,6.96,-4.29,-1.83,11.06,688582
12,2023-07-18,40.8,42.7,43.21,40.42,46923,198051860.0,6.83,4.53,1.85,10.18,688582
13,2023-07-19,42.16,42.1,42.8,40.85,29482,123407292.0,4.57,-1.41,-0.6,6.4,688582
14,2023-07-20,41.81,40.82,42.39,40.67,27109,111984573.0,4.09,-3.04,-1.28,5.88,688582
15,2023-07-21,40.4,40.02,41.8,40.01,30594,124642334.0,4.39,-1.96,-0.8,6.64,688582
16,2023-07-24,39.99,38.98,40.29,38.89,25974,102242826.0,3.5,-2.6,-1.04,5.64,688582
17,2023-07-25,39.2,40.2,41.32,39.12,36544,147027905.0,5.64,3.13,1.22,7.93,688582
18,2023-07-26,39.84,38.96,40.3,38.61,26404,103516897.0,4.2,-3.08,-1.24,5.73,688582
19,2023-07-27,38.9,39.65,40.23,38.9,22253,88288801.0,3.41,1.77,0.69,4.83,688582
20,2023-07-28,39.01,39.31,39.52,37.8,37350,144148581.0,4.34,-0.86,-0.34,8.11,688582
21,2023-07-31,39.72,40.07,40.85,39.5,27331,109684962.0,3.43,1.93,0.76,5.93,688582
22,2023-08-01,40.0,38.86,40.27,38.4,31729,124535420.0,4.67,-3.02,-1.21,6.89,688582
23,2023-08-02,38.56,40.85,42.0,38.13,51475,207288251.0,9.96,5.12,1.99,11.17,688582
24,2023-08-03,40.3,41.79,42.28,40.18,47085,195082251.0,5.14,2.3,0.94,10.22,688582
25,2023-08-04,41.69,41.94,42.45,40.58,42475,176391867.0,4.47,0.36,0.15,9.22,688582
26,2023-08-07,41.94,42.39,43.13,41.7,42652,181125019.0,3.41,1.07,0.45,9.26,688582
27,2023-08-08,42.2,41.84,42.55,41.2,26169,109155759.0,3.18,-1.3,-0.55,5.68,688582
28,2023-08-09,41.36,42.2,43.35,41.02,36796,156262997.0,5.57,0.86,0.36,7.99,688582
29,2023-08-10,41.98,40.6,43.2,40.53,35355,146608502.0,6.33,-3.79,-1.6,7.67,688582
30,2023-08-11,40.57,41.4,41.92,40.4,29147,120640974.0,3.74,1.97,0.8,6.33,688582
31,2023-08-14,41.25,41.47,41.63,39.58,26186,106463532.0,4.95,0.17,0.07,5.68,688582
32,2023-08-15,41.9,40.49,43.08,40.02,34346,141735889.0,7.38,-2.36,-0.98,7.45,688582
33,2023-08-16,40.0,39.9,40.77,39.31,22533,90322669.0,3.61,-1.46,-0.59,4.89,688582
34,2023-08-17,39.73,40.73,41.76,38.6,35869,144182371.0,7.92,2.08,0.83,7.79,688582
35,2023-08-18,41.05,41.85,43.47,41.05,55024,234702466.0,5.94,2.75,1.12,11.94,688582
